iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met
97,4.0,1,8,2,4,18,7,7,11,86.0,1,-0.07,1,22.0,2.0,15.0,20.0,20.0,20.0,5.0,20.0,1,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,2.0,29.0,10.0,2.0,4.0,1.0,2.0,5.0,2.0,2.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,5.0,50.0,7.0,20.0,23.0,0.0,0.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,5.0,7.0,6.0,6.0,1,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,2.0
97,4.0,1,8,2,4,18,9,9,12,87.0,0,0.55,1,23.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,0,3.0,4.0,6.0,6.0,7.0,3.0,3.0,6.0,2.0,29.0,10.0,2.0,4.0,1.0,2.0,5.0,2.0,2.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,5.0,50.0,7.0,20.0,23.0,0.0,0.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,5.0,7.0,6.0,6.0,1,8.0,8.0,7.0,7.0,6.0,5.0,7.0,4.0,2.0
97,4.0,1,8,2,4,18,3,3,14,89.0,0,-0.29,1,27.0,2.0,25.0,15.0,20.0,20.0,20.0,0.0,0,7.0,9.0,9.0,8.0,9.0,5.0,2.0,5.0,2.0,29.0,10.0,2.0,4.0,1.0,2.0,5.0,2.0,2.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,5.0,50.0,7.0,20.0,23.0,0.0,0.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,5.0,7.0,6.0,6.0,1,8.0,8.0,7.0,7.0,7.0,5.0,7.0,5.0,2.0
97,4.0,1,8,2,4,18,4,4,15,90.0,0,0.38,0,23.0,4.0,15.0,21.0,18.0,18.0,10.0,18.0,1,7.0,6.0,8.0,7.0,7.0,5.0,7.0,3.0,2.0,29.0,10.0,2.0,4.0,1.0,2.0,5.0,2.0,2.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,5.0,50.0,7.0,20.0,23.0,0.0,0.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,5.0,7.0,6.0,6.0,0,3.0,7.0,8.0,4.0,9.0,5.0,4.0,5.0,2.0
97,4.0,1,8,2,4,18,11,11,16,91.0,1,-0.2,0,25.0,6.0,15.0,3.0,50.0,20.0,2.0,10.0,1,6.0,7.0,8.0,6.0,7.0,0.0,6.0,2.0,2.0,29.0,10.0,2.0,4.0,1.0,2.0,5.0,2.0,2.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,5.0,50.0,7.0,20.0,23.0,0.0,0.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,5.0,7.0,6.0,6.0,1,8.0,8.0,8.0,8.0,9.0,6.0,8.0,5.0,2.0
97,4.0,1,8,2,4,18,17,17,17,92.0,1,0.17,1,29.0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,1,10.0,10.0,10.0,8.0,9.0,10.0,9.0,8.0,2.0,29.0,10.0,2.0,4.0,1.0,2.0,5.0,2.0,2.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,5.0,50.0,7.0,20.0,23.0,0.0,0.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,5.0,7.0,6.0,6.0,1,8.0,7.0,8.0,6.0,8.0,9.0,6.0,5.0,2.0
97,4.0,1,8,2,4,18,18,18,18,93.0,1,-0.37,1,29.0,2.0,14.0,20.0,18.0,24.0,18.0,6.0,1,8.0,7.0,8.0,8.0,0.0,0.0,8.0,6.0,2.0,29.0,10.0,2.0,4.0,1.0,2.0,5.0,2.0,2.0,6.0,8.0,8.0,3.0,3.0,3.0,6.0,1.0,5.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,5.0,5.0,50.0,7.0,20.0,23.0,0.0,0.0,30.0,10.0,12.0,8.0,30.0,10.0,7.0,5.0,7.0,6.0,6.0,1,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,2.0
99,6.0,1,12,2,4,18,5,2,1,76.0,0,0.71,1,34.0,2.0,10.0,10.0,30.0,20.0,10.0,20.0,1,6.0,8.0,8.0,6.0,8.0,0.0,2.0,2.0,2.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,0,4.0,7.0,8.0,5.0,7.0,3.0,6.0,9.0,2.0
99,6.0,1,12,2,4,18,10,7,2,77.0,1,0.55,1,22.0,2.0,15.0,20.0,20.0,20.0,15.0,10.0,1,10.0,7.0,8.0,7.0,9.0,9.0,10.0,5.0,2.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,1,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,2.0
99,6.0,1,12,2,4,18,16,13,3,78.0,0,0.43,0,23.0,3.0,10.0,25.0,20.0,10.0,20.0,15.0,1,7.0,9.0,9.0,9.0,0.0,9.0,8.0,2.0,2.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,2.0
99,6.0,1,12,2,4,18,15,12,4,79.0,0,0.9,0,26.0,4.0,10.0,20.0,15.0,20.0,20.0,15.0,0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,1,6.0,7.0,8.0,8.0,8.0,9.0,8.0,9.0,2.0
99,6.0,1,12,2,4,18,14,11,5,80.0,0,0.14,0,27.0,4.0,10.0,20.0,20.0,10.0,20.0,20.0,1,8.0,8.0,8.0,8.0,7.0,7.0,7.0,2.0,2.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,0,5.0,4.0,6.0,7.0,5.0,5.0,6.0,6.0,2.0
99,6.0,1,12,2,4,18,1,16,6,81.0,1,0.61,1,28.0,2.0,10.0,10.0,20.0,20.0,20.0,20.0,1,8.0,8.0,8.0,7.0,9.0,8.0,9.0,7.0,2.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,1,8.0,7.0,7.0,5.0,5.0,8.0,9.0,9.0,2.0
99,6.0,1,12,2,4,18,6,3,7,82.0,1,0.66,0,25.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,1,8.0,8.0,10.0,10.0,10.0,10.0,9.0,8.0,2.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,1,4.0,8.0,7.0,4.0,3.0,2.0,8.0,8.0,2.0
99,6.0,1,12,2,4,18,12,9,8,83.0,1,0.79,0,35.0,3.0,10.0,32.0,20.0,12.0,11.0,15.0,1,8.0,7.0,8.0,8.0,8.0,7.0,7.0,4.0,2.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,1,6.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,2.0
99,6.0,1,12,2,4,18,13,10,9,84.0,0,0.67,0,32.0,3.0,30.0,30.0,30.0,5.0,0.0,5.0,1,7.0,5.0,6.0,7.0,5.0,7.0,7.0,5.0,2.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0
99,6.0,1,12,2,4,18,2,17,10,85.0,0,0.5,1,30.0,2.0,20.0,25.0,15.0,15.0,15.0,10.0,1,8.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0,2.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,0,5.0,7.0,9.0,5.0,4.0,9.0,6.0,6.0,2.0
99,6.0,1,12,2,4,18,7,4,11,86.0,0,0.8,1,22.0,2.0,15.0,20.0,20.0,20.0,5.0,20.0,1,7.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,2.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,0,5.0,8.0,7.0,4.0,8.0,5.0,6.0,8.0,2.0
99,6.0,1,12,2,4,18,9,6,12,87.0,1,0.24,1,23.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,1,8.0,8.0,7.0,7.0,8.0,7.0,6.0,8.0,2.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,1,8.0,8.0,8.0,8.0,7.0,4.0,8.0,9.0,2.0
99,6.0,1,12,2,4,18,8,5,13,88.0,0,0.08,1,23.0,2.0,15.0,15.0,20.0,15.0,20.0,15.0,1,8.0,10.0,10.0,8.0,10.0,8.0,10.0,8.0,2.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,0,6.0,7.0,5.0,4.0,5.0,8.0,6.0,9.0,2.0
99,6.0,1,12,2,4,18,3,18,14,89.0,1,0.64,1,27.0,2.0,25.0,15.0,20.0,20.0,20.0,0.0,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,2.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,1,9.0,8.0,8.0,7.0,7.0,6.0,9.0,9.0,1.0
99,6.0,1,12,2,4,18,11,8,16,91.0,1,0.6,0,25.0,6.0,15.0,3.0,50.0,20.0,2.0,10.0,1,8.0,7.0,8.0,8.0,8.0,0.0,8.0,6.0,1.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,1,9.0,8.0,8.0,7.0,8.0,8.0,9.0,9.0,1.0
99,6.0,1,12,2,4,18,17,14,17,92.0,1,0.59,1,29.0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,1,10.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,2.0,28.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,1,6.0,7.0,8.0,5.0,7.0,7.0,8.0,9.0,2.0
100,7.0,1,14,2,4,18,5,15,1,76.0,0,0.51,0,34.0,2.0,10.0,10.0,30.0,20.0,10.0,20.0,0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,0,4.0,7.0,8.0,7.0,7.0,4.0,5.0,5.0,2.0
100,7.0,1,14,2,4,18,10,2,2,77.0,0,0.45,0,22.0,2.0,15.0,20.0,20.0,20.0,15.0,10.0,0,4.0,6.0,6.0,4.0,0.0,0.0,4.0,7.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,0,8.0,7.0,6.0,5.0,5.0,4.0,5.0,4.0,2.0
100,7.0,1,14,2,4,18,16,8,3,78.0,0,0.38,0,23.0,3.0,10.0,25.0,20.0,10.0,20.0,15.0,0,2.0,9.0,9.0,4.0,0.0,0.0,5.0,1.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,1,8.0,8.0,7.0,7.0,8.0,8.0,7.0,6.0,2.0
100,7.0,1,14,2,4,18,15,7,4,79.0,0,0.56,0,26.0,4.0,10.0,20.0,15.0,20.0,20.0,15.0,0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,0,4.0,8.0,8.0,8.0,6.0,4.0,6.0,4.0,2.0
100,7.0,1,14,2,4,18,14,6,5,80.0,0,0.54,0,27.0,4.0,10.0,20.0,20.0,10.0,20.0,20.0,0,6.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,0,6.0,9.0,8.0,7.0,8.0,4.0,6.0,2.0,2.0
100,7.0,1,14,2,4,18,1,11,6,81.0,0,0.65,0,28.0,2.0,10.0,10.0,20.0,20.0,20.0,20.0,0,3.0,8.0,8.0,6.0,7.0,5.0,7.0,8.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,1,9.0,8.0,9.0,9.0,9.0,8.0,8.0,3.0,2.0
100,7.0,1,14,2,4,18,6,16,7,82.0,0,0.43,1,25.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,1,5.0,10.0,10.0,9.0,10.0,8.0,9.0,8.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,0,6.0,9.0,9.0,8.0,8.0,7.0,7.0,5.0,2.0
100,7.0,1,14,2,4,18,12,4,8,83.0,0,0.58,0,35.0,3.0,10.0,32.0,20.0,12.0,11.0,15.0,0,4.0,8.0,7.0,4.0,5.0,3.0,4.0,2.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,0,5.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,2.0
100,7.0,1,14,2,4,18,13,5,9,84.0,0,0.62,0,32.0,3.0,30.0,30.0,30.0,5.0,0.0,5.0,0,2.0,5.0,7.0,4.0,7.0,5.0,3.0,4.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,0,5.0,8.0,9.0,8.0,7.0,5.0,6.0,6.0,2.0
100,7.0,1,14,2,4,18,2,12,10,85.0,0,0.32,0,30.0,2.0,20.0,25.0,15.0,15.0,15.0,10.0,0,5.0,8.0,8.0,5.0,8.0,3.0,7.0,6.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,0,7.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,2.0
100,7.0,1,14,2,4,18,7,17,11,86.0,1,0.32,0,22.0,2.0,15.0,20.0,20.0,20.0,5.0,20.0,1,7.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,1,8.0,10.0,9.0,9.0,7.0,8.0,8.0,3.0,2.0
100,7.0,1,14,2,4,18,9,1,12,87.0,0,0.38,0,23.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,0,3.0,10.0,9.0,5.0,9.0,5.0,4.0,9.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,1,6.0,8.0,8.0,8.0,6.0,4.0,6.0,9.0,2.0
100,7.0,1,14,2,4,18,8,18,13,88.0,0,0.54,0,23.0,2.0,15.0,15.0,20.0,15.0,20.0,15.0,0,4.0,10.0,10.0,6.0,10.0,9.0,7.0,8.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,5.0,2.0
100,7.0,1,14,2,4,18,3,13,14,89.0,0,0.13,0,27.0,2.0,25.0,15.0,20.0,20.0,20.0,0.0,1,8.0,9.0,10.0,10.0,9.0,9.0,10.0,10.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,0,9.0,8.0,8.0,9.0,8.0,7.0,8.0,9.0,1.0
100,7.0,1,14,2,4,18,4,14,15,90.0,0,0.31,0,23.0,4.0,15.0,21.0,18.0,18.0,10.0,18.0,1,5.0,8.0,8.0,6.0,7.0,4.0,6.0,1.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,0,8.0,7.0,7.0,2.0,4.0,2.0,4.0,1.0,2.0
100,7.0,1,14,2,4,18,11,3,16,91.0,0,0.43,1,25.0,6.0,15.0,3.0,50.0,20.0,2.0,10.0,0,6.0,7.0,8.0,7.0,7.0,0.0,6.0,2.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,1,9.0,7.0,9.0,9.0,9.0,8.0,9.0,5.0,2.0
100,7.0,1,14,2,4,18,17,9,17,92.0,0,0.54,0,29.0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,0,6.0,8.0,9.0,4.0,9.0,5.0,6.0,6.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,0,9.0,8.0,8.0,7.0,6.0,6.0,6.0,3.0,2.0
100,7.0,1,14,2,4,18,18,10,18,93.0,1,0.17,0,29.0,2.0,14.0,20.0,18.0,24.0,18.0,6.0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.5,6.0,2.0,30.0,8.0,6.0,8.0,9.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,9.0,6.0,1,8.0,9.0,10.0,10.0,8.0,7.0,8.0,6.0,2.0
101,8.0,1,16,2,4,18,6,1,7,82.0,0,0.19,0,25.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,0,5.0,10.0,10.0,8.0,8.0,7.0,9.0,8.0,2.0,22.0,8.0,4.0,3.0,2.0,3.0,4.0,3.0,7.0,9.0,9.0,7.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,7.0,9.0,8.0,7.0,8.0,8.0,4.0,7.0,40.0,8.0,10.0,12.0,10.0,20.0,20.0,10.0,10.0,30.0,10.0,20.0,8.0,8.0,8.0,9.0,9.0,1,9.0,8.0,8.0,9.0,7.0,8.0,9.0,6.0,2.0
